,image_no,text,bb
0,521107137+-7140_0.tif,•* ACCOUNT frit* ,349 119 411 124
1,521107137+-7140_1.tif,JONES. DAY. REAVIR & POOTJE^ ,267 134 507 154
2,521107137+-7140_2.tif,NORTH rOINT ,351 163 408 170
3,521107137+-7140_3.tif,• 01 MKCIIDC AVENUE ,333 180 427 187
4,521107137+-7140_4.tif,CkEVClANO. OHIO 44114 * ,329 196 440 204
5,521107137+-7140_5.tif,•toi»u nuh«(*. ii oumi ,303 230 458 236
6,521107137+-7140_6.tif,Kl«(C RIMiT TO. ,589 156 652 164
7,521107137+-7140_7.tif,• 0 SOI »»«»* ,593 168 647 174
8,521107137+-7140_8.tif,CU'CUHO OHIO 4*110 ,578 179 663 186
9,521107137+-7140_9.tif,"November 15,- 1995 ",325 263 452 274
10,521107137+-7140_10.tif,"Mary E. Ward, Esquire Account 556655-009-053 ",139 314 638 327
11,521107137+-7140_11.tif,Counoel - R&D ,139 328 238 338
12,521107137+-7140_12.tif,R.J. Reynolds Tobacco Company Invoice No. 01510540 ,139 341 638 355
13,521107137+-7140_13.tif,Bowman Gray Technical Contor ,139 355 350 367
14,521107137+-7140_14.tif,1100 Reynolds Boulevard ,139 368 313 381
15,521107137+-7140_15.tif,"Winston-Salem, NC 27102 ",139 382 320 393
16,521107137+-7140_16.tif,to all legal services rendered ,176 450 403 463
17,521107137+-7140_17.tif,"from September 1, 1995 Ihrouqh ",139 464 365 477
18,521107137+-7140_18.tif,"October 31, 1995 in connection with ",139 477 403 489
19,521107137+-7140_19.tif,"the Indoor Air Quality (OSHA1 matter $ 9,550.00 ",139 491 631 503
20,521107137+-7140_20.tif,Total OSHA Hours . 41.25 ,139 531 631 543
21,521107137+-7140_21.tif,Lawyers ,177 586 229 597
22,521107137+-7140_22.tif,"J. C. McElveen, Jr. ",138 612 281 623
23,521107137+-7140_23.tif,Hours ,388 588 426 596
24,521107137+-7140_24.tif,32*21 ,388 614 426 626
25,521107137+-7140_25.tif,Total Lawyer Dollars ,138 640 290 652
26,521107137+-7140_26.tif,"$ 8,515.00 ",351 641 425 653
27,521107137+-7140_27.tif,Paraleoalc/ ,176 693 260 706
28,521107137+-7140_28.tif,Pm-iftor. Appisianii ,176 707 313 720
29,521107137+-7140_29.tif,J. R. Kent ,139 735 212 744
30,521107137+-7140_30.tif,Total Paralegal Dollars ,139 760 312 772
31,521107137+-7140_31.tif,Hours ; ,389 709 433 720
32,521107137+-7140_32.tif,JLu&fl ,397 737 427 748
33,521107137+-7140_33.tif,"S 1,035.00 ",351 763 425 775
34,521107137+-7140_34.tif,JD.W/UADMKOl Dc*; ,137 917 237 925
35,521107137+-7140_35.tif,RxjTKiKii 103 ,588 919 639 929
36,521107137+-7140_36.tif,G *:86St 1W 016 ,88 958 183 969
37,521107137+-7140_37.tif,KMT3ATD ,232 959 291 970
38,521107137+-7140_38.tif,: KVI0:C : S6-IC-CI: ,357 960 471 970
39,521107137+-7140_39.tif,AVQ SaVOT:A8 1N3S ,550 959 650 970
40,521107137+-7140_40.tif,52110 7137 ,684 806 694 889
