,image_no,text,bb
0,518253587+-3590_0.tif,BUSINESS EXPENSE VOUCHER ,62 28 322 43
1,518253587+-3590_1.tif,Doto Prepared ,390 21 450 30
2,518253587+-3590_2.tif,06/06/97 ,390 33 435 42
3,518253587+-3590_3.tif,| Page ,467 19 492 31
4,518253587+-3590_4.tif,1 ,483 33 487 41
5,518253587+-3590_5.tif,of ,493 36 502 43
6,518253587+-3590_6.tif,| Dlsbursomont Accounting Use ONLY ,528 18 706 30
7,518253587+-3590_7.tif,55.01 ,653 31 688 41
8,518253587+-3590_8.tif,Empfoyoo Namo ,62 52 131 63
9,518253587+-3590_9.tif,Roger L. Mozingo ,66 65 159 77
10,518253587+-3590_10.tif,Account Number ,243 50 317 59
11,518253587+-3590_11.tif,75586 ,250 64 283 73
12,518253587+-3590_12.tif,Mating Address (if appfccablo) ,62 79 190 90
13,518253587+-3590_13.tif,"VP, State Government Relations ",66 93 240 105
14,518253587+-3590_14.tif,Extension Number ,244 79 325 87
15,518253587+-3590_15.tif,(910) 741-7665 ,250 93 333 105
16,518253587+-3590_16.tif,Reynolds 11th ,67 107 228 120
17,518253587+-3590_17.tif,Government Relations ,66 122 184 133
18,518253587+-3590_18.tif,Return to: ,390 48 430 57
19,518253587+-3590_19.tif,"c V*"" ",488 69 570 110
20,518253587+-3590_20.tif,(yJ ,574 69 593 80
21,518253587+-3590_21.tif,DEPART DATE ,62 155 145 165
22,518253587+-3590_22.tif,DESTINATION(S) ,196 155 295 165
23,518253587+-3590_23.tif,RETURN DATE ,346 153 430 164
24,518253587+-3590_24.tif,PURPOSE OF TRIP ,516 152 628 162
25,518253587+-3590_25.tif,66/05/97 ,82 166 128 178
26,518253587+-3590_26.tif,Washington. DC ,153 168 241 180
27,518253587+-3590_27.tif,06/06/97 ,352 166 397 177
28,518253587+-3590_28.tif,Tobacco Institute State Activities Coord. Mtg. ,437 163 679 178
29,518253587+-3590_29.tif,DAY Of THE WEEK ,118 224 207 234
30,518253587+-3590_30.tif,Thursday ,220 222 261 232
31,518253587+-3590_31.tif,Friday Saturday ,289 220 383 232
32,518253587+-3590_32.tif,Sunday ,408 221 440 231
33,518253587+-3590_33.tif,Monday | Tuesday— ,467 218 575 232
34,518253587+-3590_34.tif,Wodnosday ,581 220 634 231
35,518253587+-3590_35.tif,SUMMARY ,652 223 702 232
36,518253587+-3590_36.tif,AMOUNT ,655 235 698 243
37,518253587+-3590_37.tif,DATE ,181 239 207 247
38,518253587+-3590_38.tif,U5^Jufv97 p ,211 234 270 246
39,518253587+-3590_39.tif,06-Jun-97 ,276 236 329 246
40,518253587+-3590_40.tif,07-Jurv97 ,338 235 390 246
41,518253587+-3590_41.tif,08-Jun-97 ,398 235 448 245
42,518253587+-3590_42.tif,09-Jun-9711tklun-97 ,458 231 571 247
43,518253587+-3590_43.tif,11-dun-97 ,582 234 634 245
44,518253587+-3590_44.tif,.odglng (Attach Receipt) ,64 255 164 266
45,518253587+-3590_45.tif,203.7T ,229 250 270 261
46,518253587+-3590_46.tif,203.77 ,673 247 710 259
47,518253587+-3590_47.tif,Breakfast (Your* ONLY) ,60 270 162 280
48,518253587+-3590_48.tif,TXT ,274 264 332 276
49,518253587+-3590_49.tif,7.50 ,686 263 710 274
50,518253587+-3590_50.tif,.unch (Yours ONI Y) ,63 285 148 296
51,518253587+-3590_51.tif,Dinner (Yours ONLY) ,60 300 150 312
52,518253587+-3590_52.tif,Cab'BjsATmo ,60 316 120 324
53,518253587+-3590_53.tif,~*76W ,217 310 270 322
54,518253587+-3590_54.tif,rsm ,299 310 332 322
55,518253587+-3590_55.tif,' 55.00 ,667 308 709 320
56,518253587+-3590_56.tif,Parking Fees ,60 331 115 341
57,518253587+-3590_57.tif,16.UC ,299 325 332 337
58,518253587+-3590_58.tif,' 16M ,669 323 711 334
59,518253587+-3590_59.tif,rips (Not Included Elsewhere) ,63 346 187 357
60,518253587+-3590_60.tif,4.00 ,242 343 266 353
61,518253587+-3590_61.tif,7m ,685 338 711 350
62,518253587+-3590_62.tif,Te'ephone & Telegraph ,60 361 158 372
63,518253587+-3590_63.tif,1.HF ,305 356 331 368
64,518253587+-3590_64.tif,jm ,639 354 711 365
65,518253587+-3590_65.tif,Acio Rental (Attach Agreement) ,59 377 196 389
66,518253587+-3590_66.tif,"1 Personal Auto ( mites X $0,315) ",57 389 277 404
67,518253587+-3590_67.tif,MSc (Grvo explanation) ,60 407 161 418
68,518253587+-3590_68.tif,L 1. 1 ,394 402 514 417
69,518253587+-3590_69.tif,DAILY TOTALS ,134 483 204 492
70,518253587+-3590_70.tif,247.77 ,228 478 265 490
71,518253587+-3590_71.tif,39.50 ,298 478 328 490
72,518253587+-3590_72.tif,i i ,392 479 454 492
73,518253587+-3590_73.tif,287.27 ,672 475 708 487
74,518253587+-3590_74.tif,Business I ,59 499 102 508
75,518253587+-3590_75.tif,"6/4797"" Lit r ",65 510 118 521
76,518253587+-3590_76.tif,"or Entertainment - (Show Dato, Place, Persons Affiliated Wdh and Business Purpose/Discussion) ",137 497 552 510
77,518253587+-3590_77.tif,";r Bar, Raleigh. NG, with Gene Ainsworth (RJRT) and Hank Johnson (PM ",178 507 569 523
78,518253587+-3590_78.tif,tive Issues. ,203 526 263 536
79,518253587+-3590_79.tif,rrrrnn ,167 526 204 534
80,518253587+-3590_80.tif,Lobbyist) re: N. C. ,66 527 160 539
81,518253587+-3590_81.tif,TO97BieaWst at University Club with David Powers (RJRT) re: Tobago Institute State ActTvIF.es ,64 538 591 554
82,518253587+-3590_82.tif,■3T75- ,675 506 711 517
83,518253587+-3590_83.tif,"""T57S ",676 537 709 548
84,518253587+-3590_84.tif,> ,717 540 730 556
85,518253587+-3590_85.tif,Meeting. ,65 556 109 569
86,518253587+-3590_86.tif,TOTAL EXPCNSCS PAID BY EMPLOYEE ,60 594 244 603
87,518253587+-3590_87.tif,OTHER COOES ,251 593 323 602
88,518253587+-3590_88.tif,GA. COOES ,392 592 443 601
89,518253587+-3590_89.tif,04 88 0000 9070 867 ,494 593 610 603
90,518253587+-3590_90.tif,334.78 ,672 592 707 601
91,518253587+-3590_91.tif,2 ,703 610 711 622
92,518253587+-3590_92.tif,AMOUNT OUE EMPLOYEE ,59 631 178 641
93,518253587+-3590_93.tif,334.78 ,660 626 704 639
94,518253587+-3590_94.tif,AMOUNT DUE COMPANY ,59 654 174 663
95,518253587+-3590_95.tif,EXPENSES CHARGED TO COMPANY (Attach copies of tickots or Involcos) ,195 670 628 683
96,518253587+-3590_96.tif,A ,63 694 70 701
97,518253587+-3590_97.tif,I ,65 705 68 713
98,518253587+-3590_98.tif,R ,64 716 70 724
99,518253587+-3590_99.tif,L ,65 728 69 735
100,518253587+-3590_100.tif,t ,65 739 68 747
101,518253587+-3590_101.tif,N ,64 751 70 759
102,518253587+-3590_102.tif,E ,64 762 70 770
103,518253587+-3590_103.tif,C ,81 693 87 701
104,518253587+-3590_104.tif,H ,81 705 87 713
105,518253587+-3590_105.tif,A ,81 716 87 724
106,518253587+-3590_106.tif,R ,81 728 88 735
107,518253587+-3590_107.tif,G ,81 739 88 747
108,518253587+-3590_108.tif,E ,82 751 87 758
109,518253587+-3590_109.tif,S ,82 762 87 770
110,518253587+-3590_110.tif,Departure Dato ,111 689 179 701
111,518253587+-3590_111.tif,OKm ,126 701 157 712
112,518253587+-3590_112.tif,97 Greensboro.NC ,158 699 284 713
113,518253587+-3590_113.tif,Origin ,247 689 276 698
114,518253587+-3590_114.tif,Peat I nation ,371 688 422 697
115,518253587+-3590_115.tif,$481760 ,465 698 508 710
116,518253587+-3590_116.tif,Cornments(Noto If Company aircraft) ,491 687 664 698
117,518253587+-3590_117.tif,Other • Give Details ,59 786 142 796
118,518253587+-3590_118.tif,•3 taxi rides ,65 799 126 810
119,518253587+-3590_119.tif,*-* ,669 735 677 741
120,518253587+-3590_120.tif,co ,669 743 678 750
121,518253587+-3590_121.tif,K) ,669 752 678 758
122,518253587+-3590_122.tif,U> ,669 780 679 786
123,518253587+-3590_123.tif,to ,669 789 678 795
124,518253587+-3590_124.tif,CO ,670 798 679 804
125,518253587+-3590_125.tif,Approval Authortty Name (Print or Type) ,277 869 447 880
126,518253587+-3590_126.tif,Thomas C. Griscom ,284 889 420 901
