,image_no,text,bb
0,ti17120370_0.tif,POLITICAL CAMPAIGN CONTRIBUTION REQUEST ,188 155 524 168
1,ti17120370_1.tif,"Date: May 13, 1998 ",109 203 226 215
2,ti17120370_2.tif,State: X Local □ ,398 202 534 216
3,ti17120370_3.tif,RECIPIENT INFORMATION ,266 252 444 262
4,ti17120370_4.tif,Name ,108 300 140 310
5,ti17120370_5.tif,(Individual Candidate cr Fiii*tr*iitn*Otfc) ,108 315 262 324
6,ti17120370_6.tif,Dennis Nolan ,280 301 353 311
7,ti17120370_7.tif,Address ,108 328 152 338
8,ti17120370_8.tif,P.O. Box 82194 ,280 328 367 339
9,ti17120370_9.tif,Las Vegas. NV 89180 ,280 345 400 357
10,ti17120370_10.tif,Current Office and District ,107 377 253 388
11,ti17120370_11.tif,""" 1 ",144 389 150 391
12,ti17120370_12.tif,Dist. 13 ,279 378 321 388
13,ti17120370_13.tif,Aspired Office and District ,108 394 254 406
14,ti17120370_14.tif,1 ■ i ■ ——^ ,293 390 570 393
15,ti17120370_15.tif,Party ,107 411 135 423
16,ti17120370_16.tif,Republican ,279 412 338 425
17,ti17120370_17.tif,Leadership Position ,107 428 215 441
18,ti17120370_18.tif,Assembly ,279 429 330 442
19,ti17120370_19.tif,Committees ,107 445 172 456
20,ti17120370_20.tif,(Nrtc Chiinrorshipf) ,106 460 186 468
21,ti17120370_21.tif,CONTRIBUTION INFORMATION ,247 522 459 533
22,ti17120370_22.tif,Amount ,106 571 150 581
23,ti17120370_23.tif,$500.00 ,350 572 393 582
24,ti17120370_24.tif,Account Code ,106 588 185 598
25,ti17120370_25.tif,1401-7710-NV 01 ,351 589 447 599
26,ti17120370_26.tif,Check Payable to ,106 605 200 617
27,ti17120370_27.tif,Committee to Elect X)tSAZ\Af\ A<0 OxA ,349 604 593 619
28,ti17120370_28.tif,Address ,105 622 150 632
29,ti17120370_29.tif,(Only if different from address above) ,105 638 311 651
30,ti17120370_30.tif,Notes: ,105 672 140 682
31,ti17120370_31.tif,(Date needed; fundraiser date; other info ,105 688 326 700
32,ti17120370_32.tif,As soon as possible ,349 673 454 686
33,ti17120370_33.tif,Approved by: ,104 737 179 750
34,ti17120370_34.tif,Revised 2/95 ,103 833 163 841
35,ti17120370_35.tif,’s signature) ,499 820 565 833
36,ti17120370_36.tif,TI1712-0370 ,641 964 722 974
