,image_no,text,bb
0,2065364917_0.tif,Please Remit to: ,318 78 384 86
1,2065364917_1.tif,P.O. BOX 91418 ,318 92 386 101
2,2065364917_2.tif,CHICAGO. IL 60693-14IS ,319 107 428 115
3,2065364917_3.tif,3/2.329.2400 ,318 121 373 129
4,2065364917_4.tif,INVOICE ,618 79 703 94
5,2065364917_5.tif,INVOICE DATE 04/01/97 ,527 115 678 126
6,2065364917_6.tif,INVOICE NO. 6224 28 ,535 130 661 139
7,2065364917_7.tif,SPSS ID NO. 2 7 0 5 0 8 ,536 158 661 166
8,2065364917_8.tif,SOLD TO: ,77 227 117 234
9,2065364917_9.tif,PHILLIP MORRIS RESEARCH ,56 242 250 251
10,2065364917_10.tif,ATTN: MIKE CARLOCK. 9TH FLOOR ,56 256 300 265
11,2065364917_11.tif,18ft PARK AVE ,56 270 155 278
12,2065364917_12.tif,"NEW YORK, NY 10017 ",56 284 215 294
13,2065364917_13.tif,SHIPPED TO; ,406 227 462 235
14,2065364917_14.tif,PHILIP MORRIS ,389 242 498 251
15,2065364917_15.tif,ATTN: C.IUSE. LEAD ANALYST ,389 256 609 266
16,2065364917_16.tif,100 DARK AVENUE ,389 270 515 279
17,2065364917_17.tif,NEW YORK. NY 10017 ,389 285 548 295
18,2065364917_18.tif,705007-008000 ,23 424 130 432
19,2065364917_19.tif,PAGE ,590 317 613 324
20,2065364917_20.tif,NB6£01_ ,193 355 276 363
21,2065364917_21.tif,ACH ,167 425 190 433
22,2065364917_22.tif,SPSS ADVANCED STATISTIC: WINDOWS ,22 438 292 447
23,2065364917_23.tif,796007-008000 Each ,23 465 190 475
24,2065364917_24.tif,SPSS CATEGORIES WINDOWS ,22 480 215 489
25,2065364917_25.tif,ACH ,167 509 190 517
26,2065364917_26.tif,07- ,56 509 78 517
27,2065364917_27.tif,0 WINDOWS SI ,56 522 155 531
28,2065364917_28.tif,703007-003000 ,22 550 130 559
29,2065364917_29.tif,SPSS PROFESSIONA ,22 564 155 572
30,2065364917_30.tif,'C1007-008000 ,23 592 130 600
31,2065364917_31.tif,SPSS PC* WINDOWS ,22 606 155 614
32,2065364917_32.tif,768007 — 0080 0.0 ,23 676 130 684
33,2065364917_33.tif,-NET 30 CAYS ■ - ,439 356 569 364
34,2065364917_34.tif,i O . 00 ,304 413 377 449
35,2065364917_35.tif,ITE LICENS ,312 439 395 447
36,2065364917_36.tif,1.00 ,262 467 292 475
37,2065364917_37.tif,SITE LICENSE RENEWA ,227 479 386 491
38,2065364917_38.tif,1 . ,262 510 274 517
39,2065364917_39.tif,E LICENSE RENEWA ,167 523 300 531
40,2065364917_40.tif,ACH ,167 551 190 559
41,2065364917_41.tif,STATI ,176 564 215 572
42,2065364917_42.tif,710007-008000 ACH ,23 633 190 642
43,2065364917_43.tif,SPSS TABLES WINDOWS SJTil LICENSE ENEWAL ,22 646 360 657
44,2065364917_44.tif,1.00 ,261 551 292 559
45,2065364917_45.tif,TICS WIND WS SITE L ,227 564 386 573
46,2065364917_46.tif,1 . ,262 593 274 601
47,2065364917_47.tif,ACH ,167 592 190 601
48,2065364917_48.tif,SITE LICENSE RENI WAL ,167 605 334 615
49,2065364917_49.tif,1 . ,262 635 273 642
50,2065364917_50.tif,0 . P' ,346 593 372 601
51,2065364917_51.tif,1.00 ,432 425 463 433
52,2065364917_52.tif,C RENEWAL ,398 439 470 447
53,2065364917_53.tif,1.00 ,432 467 463 475
54,2065364917_54.tif,1 . ,432 510 445 518
55,2065364917_55.tif,1.08 ,432 551 463 559
56,2065364917_56.tif,CENSE REN ,398 565 472 573
57,2065364917_57.tif,1 . ,432 593 444 601
58,2065364917_58.tif,1382.000 ,509 425 574 434
59,2065364917_59.tif,1382.000 ,509 467 574 476
60,2065364917_60.tif,1937.000 ,509 510 574 518
61,2065364917_61.tif,1382.000 ,509 551 574 560
62,2065364917_62.tif,WAL ,482 565 505 573
63,2065364917_63.tif,ACH ,167 676 190 684
64,2065364917_64.tif,1 - ,262 677 274 685
65,2065364917_65.tif,1. ,432 677 444 685
66,2065364917_66.tif,SPSS TRENDS WINDOWS SIT8 LICENSE ENEWAL ,22 690 360 699
67,2065364917_67.tif,FOR THE PERIOD: ^4/01/9! - 03/31/ ,23 703 300 715
68,2065364917_68.tif,FEIN ,77 895 107 905
69,2065364917_69.tif,36-2815480 ,55 912 129 923
70,2065364917_70.tif,8 (1? MONTHS) ,312 705 419 715
71,2065364917_71.tif,Mill ,338 747 367 761
72,2065364917_72.tif,1937.000 ,509 593 574 601
73,2065364917_73.tif,1382.008 ,509 635 573 643
74,2065364917_74.tif,1382.00' ,509 677 569 685
75,2065364917_75.tif,tJ«lo ,399 749 430 761
76,2065364917_76.tif,y sr-n ,349 774 408 788
77,2065364917_77.tif,"TO ENSURE PROPER CREDIT, ",219 887 424 900
78,2065364917_78.tif,S a ,457 874 470 882
79,2065364917_79.tif,T r ,457 887 470 895
80,2065364917_80.tif,Fr ,457 902 470 910
81,2065364917_81.tif,1 » ,484 723 529 740
82,2065364917_82.tif,:na7li)a»iy ,615 375 668 383
83,2065364917_83.tif,2 0 4-4 8-9 ,646 356 694 365
84,2065364917_84.tif,awmml ,670 370 709 384
85,2065364917_85.tif,. ■ ,704 356 712 358
86,2065364917_86.tif,1382.oe ,638 426 694 434
87,2065364917_87.tif,1382.00 ,637 468 694 476
88,2065364917_88.tif,1937.00 ,637 510 694 518
89,2065364917_89.tif,1382.ee ,637 552 694 560
90,2065364917_90.tif,1937.ee ,637 594 693 602
91,2065364917_91.tif,1382.0' ,637 635 689 643
92,2065364917_92.tif,*1382.00 ,632 677 693 686
93,2065364917_93.tif,es Total ,482 873 547 882
94,2065364917_94.tif,de Discount ,482 887 573 896
95,2065364917_95.tif,ifjh t ,482 901 514 912
96,2065364917_96.tif,PLEASE INCLUDE YOUR CUSTOMER ,197 904 447 916
97,2065364917_97.tif,NUMBER ON YOUR CHECK. ' Cha ' Qes ,229 917 564 933
98,2065364917_98.tif,TflK Total ,456 930 530 939
99,2065364917_99.tif,'m&k ,175 958 216 972
100,2065364917_100.tif,po • ,606 816 639 824
101,2065364917_101.tif,o ... ,606 825 631 833
102,2065364917_102.tif,o . ,606 833 623 841
103,2065364917_103.tif,cn ,606 842 615 849
104,2065364917_104.tif,co ,605 850 615 857
105,2065364917_105.tif,O' ■ ,605 858 625 866
106,2065364917_106.tif,5 10784 ,605 867 666 883
107,2065364917_107.tif,00 ,678 902 692 911
108,2065364917_108.tif,TOTAL ,500 959 536 967
109,2065364917_109.tif,10784.00 ,627 959 692 967
