,image_no,text,bb
0,CTRCONTRACTS011517-1_0.tif,Contract Ho. CTR-OOlA-B ,500 179 668 192
1,CTRCONTRACTS011517-1_1.tif,"3xe Council Ter Tobacco Research, USA, Inc. ",93 175 381 191
2,CTRCONTRACTS011517-1_2.tif,110 Boot 59th Street ,94 189 227 202
3,CTRCONTRACTS011517-1_3.tif,"Hew York, Bew York 1DC82 Voucher Ho, 13 ",93 202 697 224
4,CTRCONTRACTS011517-1_4.tif,Attn1 Dr. John Kreinker ,106 215 268 228
5,CTRCONTRACTS011517-1_5.tif,"Data July 27, 1976 ",499 232 681 247
6,CTRCONTRACTS011517-1_6.tif,BA2SSt Microbiological Associates ,92 324 319 339
7,CTRCONTRACTS011517-1_7.tif,5221 River Road ,145 353 245 365
8,CTRCONTRACTS011517-1_8.tif,"Bsttesda, Maryland 200J.6 ",144 378 319 393
9,CTRCONTRACTS011517-1_9.tif,Eiis voucher Represents reinburscable ,89 487 337 502
10,CTRCONTRACTS011517-1_10.tif,costa for period Juac 7. 1976Jfrni__ ,89 513 337 530
11,CTRCONTRACTS011517-1_11.tif,■TnnP 1Q76 ,92 542 337 557
12,CTRCONTRACTS011517-1_12.tif,"$ 26,1*03.9** ",535 599 611 611
13,CTRCONTRACTS011517-1_13.tif,"2,699.00 ",557 625 612 638
14,CTRCONTRACTS011517-1_14.tif,"♦ 29, ice. & ",533 652 611 666
15,CTRCONTRACTS011517-1_15.tif,FAYS: MICS03I0LCG1CAL ASSOCIATES ,333 720 561 733
16,CTRCONTRACTS011517-1_16.tif,Pclcbursecblo Cc3ts ,127 595 254 606
17,CTRCONTRACTS011517-1_17.tif,Fixed Use ,129 622 187 632
18,CTRCONTRACTS011517-1_18.tif,Total ,126 649 161 659
19,CTRCONTRACTS011517-1_19.tif,CTR CONTRHCTS 011517 ,372 933 676 959
20,CTRCONTRACTS011517-1_20.tif,11231261 ,345 985 408 998
