,image_no,text,bb
0,ti16532219_2220_0.tif,TI1653-2219 ,641 964 722 974
1,ti16532219_2220_1.tif,1100 17tn STREET. N.W SUITE 400 WASHINGTON. DC 20036 TEL: (202) 828-3501 FAX: (202) 785-2566 ,178 128 655 138
2,ti16532219_2220_2.tif,SALES PERSON: 46 ITINERARY/INVOICE NO. 0047998 DATE: 05 DEC 97 ,45 186 684 196
3,ti16532219_2220_3.tif,CUSTOMER N8R: 015490 RIGBXF PAGE: 01 ,46 200 627 209
4,ti16532219_2220_4.tif,TO: THE TOBACCO INSTITUTE ,103 227 306 236
5,ti16532219_2220_5.tif,"1875 EYE STREET, NW ",138 240 290 250
6,ti16532219_2220_6.tif,SUITE 800 ,136 253 208 262
7,ti16532219_2220_7.tif,"WASH INGTON, DC 20006 ",136 267 299 278
8,ti16532219_2220_8.tif,ATTN PATRICK B. DONOHO ,136 280 323 290
9,ti16532219_2220_9.tif,FOR: DONOHC/PATRICK B REF: 1401 ,46 308 356 317
10,ti16532219_2220_10.tif,‘V* r ,54 92 127 110
11,ti16532219_2220_11.tif,"x* FTA *<■"" ",53 109 158 127
12,ti16532219_2220_12.tif,* . • * r ,75 132 147 145
13,ti16532219_2220_13.tif,* V? ,108 140 150 160
14,ti16532219_2220_14.tif,15 ,48 362 61 370
15,ti16532219_2220_15.tif,DEC ,71 362 93 371
16,ti16532219_2220_16.tif,AIR ,71 376 93 384
17,ti16532219_2220_17.tif,A 1R ,71 444 93 453
18,ti16532219_2220_18.tif,CAR ,72 512 94 520
19,ti16532219_2220_19.tif,ECONOMY ,382 375 438 384
20,ti16532219_2220_20.tif,7 ,383 389 389 397
21,ti16532219_2220_21.tif,9? - MONDAY ,103 362 208 371
22,ti16532219_2220_22.tif,AMERICAN AIRLINES FLT : 1047 ,120 375 356 384
23,ti16532219_2220_23.tif,LV WASHINGTON NATL ,120 389 267 398
24,ti16532219_2220_24.tif,DEPART: NEW TERMINAL ,120 403 282 412
25,ti16532219_2220_25.tif,AR MIAMI INTERNTNL 943A ,120 416 414 425
26,ti16532219_2220_26.tif,DONOHO/PATRICK SEAT-25C AA-6062524 ,121 429 438 439
27,ti16532219_2220_27.tif,AMERICAN AIRLINES R.T:5689 ECONOMY ,120 443 439 453
28,ti16532219_2220_28.tif,OPERATED BY AMERICAN EAGLE ,121 457 332 466
29,ti16532219_2220_29.tif,LV MIAMI INTERNTNL ,120 471 266 479
30,ti16532219_2220_30.tif,AR FORT MYERS RSU ,121 484 283 493
31,ti16532219_2220_31.tif,DONOHO/PATRICK SF.AT- ,120 497 307 506
32,ti16532219_2220_32.tif,FORT MYERS RSW ,121 511 259 520
33,ti16532219_2220_33.tif,PICK UP-1123 ,120 525 217 534
34,ti16532219_2220_34.tif,RETURN-1ADFC . ,121 538 240 549
35,ti16532219_2220_35.tif,RATE IS GUARANTEED ,121 552 267 561
36,ti16532219_2220_36.tif,DAILY RATE -USD30.39 ,121 565 275 574
37,ti16532219_2220_37.tif,CONFIRMATION NUMBER ,121 579 275 589
38,ti16532219_2220_38.tif,1030A ,385 471 422 479
39,ti16532219_2220_39.tif,1110A ,385 484 423 493
40,ti16532219_2220_40.tif,7B AA-6062524 ,317 497 438 506
41,ti16532219_2220_41.tif,NATIONAL CAR RENTAL ,318 511 472 520
42,ti16532219_2220_42.tif,1-INTER CAR AUTO A/C ,319 525 480 533
43,ti16532219_2220_43.tif,ID-NE4A1979 125 ,320 538 431 546
44,ti16532219_2220_44.tif,UNLIMITED MILEAGE ,318 565 456 574
45,ti16532219_2220_45.tif,147350 1094AISLE ,319 579 439 588
46,ti16532219_2220_46.tif,AIRPORT CHECK IN REQUIRED FOR SEAT ASSIGNMENI ,121 592 487 602
47,ti16532219_2220_47.tif,CUNT BKFST ,505 375 585 384
48,ti16532219_2220_48.tif,EQP: BOEING 757 ,506 388 627 398
49,ti16532219_2220_49.tif,NON-STOP ,506 416 570 425
50,ti16532219_2220_50.tif,EQP: SAAB 340 TPROP ,506 470 661 479
51,ti16532219_2220_51.tif,NON-STOP ,507 484 570 492
52,ti16532219_2220_52.tif,16 DEC 97 - TUESDAY ,49 620 217 629
53,ti16532219_2220_53.tif,AIR AMERICAN AIRLINES FLT:3791 ECONOMY ,72 634 439 643
54,ti16532219_2220_54.tif,". - OPERATED BY AMERICAN EAGLE , .. ",88 648 405 659
55,ti16532219_2220_55.tif,LV FORT MYERS RSU 155P ,121 660 415 670
56,ti16532219_2220_56.tif,AR MIAMI INTERNTNL * 230P ,121 671 415 683
57,ti16532219_2220_57.tif,DONOHO/PATRICK SEAT- 9A AA-6062524 ,121 688 438 697
58,ti16532219_2220_58.tif,AIR AMERICAN AIRLINES FLT :604 ECONOMY ,72 701 439 710
59,ti16532219_2220_59.tif,LV MIAMI INTERNTNL 310P ,121 715 415 724
60,ti16532219_2220_60.tif,AR WASHINGTON NATL 542P ,121 728 415 737
61,ti16532219_2220_61.tif,arrive: new terminal ,121 742 283 751
62,ti16532219_2220_62.tif,DONOHO/PATRICK SEAT-19B AA-6062524 ,122 756 439 765
63,ti16532219_2220_63.tif,EQP: SAAB 340 TPROP ,506 660 661 669
64,ti16532219_2220_64.tif,NON-STOP ,507 674 571 683
65,ti16532219_2220_65.tif,EQP: SUPER 80 ,506 714 611 723
66,ti16532219_2220_66.tif,NON-STOP ,507 728 571 737
67,ti16532219_2220_67.tif,AIR TICKET AA1120849222 DONOHO PATRICK B ,46 782 455 791
68,ti16532219_2220_68.tif,. BILLED TO AX372853082273006 ,84 796 547 806
69,ti16532219_2220_69.tif,456.00* ,631 796 686 804
70,ti16532219_2220_70.tif,SUB TOTAL 436.00 ,327 823 678 832
71,ti16532219_2220_71.tif,NET CC BILLING 456.001* ,326 836 686 845
72,ti16532219_2220_72.tif,TOTAL AMOUNT DUE ,327 864 456 873
73,ti16532219_2220_73.tif,0.00 ,647 864 678 872
74,ti16532219_2220_74.tif,CONTINUED ON PAGE 2 ,293 891 447 900
