,image_no,text,bb
0,500125099+-5100_0.tif,BILLED ON WILLIAM ESTY INVOICE NO. 12-303 DATED DECEMBER IS. 1952 ,67 92 632 109
1,500125099+-5100_1.tif,ԥCAMEL CIGARETTES' 1 TELEVISION ,67 141 317 155
2,500125099+-5100_2.tif,Disc. ,616 169 657 182
3,500125099+-5100_3.tif,To: Preparation and production of 60-second ,66 186 449 205
4,500125099+-5100_4.tif,and 20-second film commercials featuring ,109 202 459 218
5,500125099+-5100_5.tif,"Lanny Ross - Singer 4,736.12 .07 ",110 214 641 235
6,500125099+-5100_6.tif,15# Comra. 710.42 ,354 245 580 263
7,500125099+-5100_7.tif,Fee for Commercial Production Unit ,110 278 404 293
8,500125099+-5100_8.tif,"20P, 0.Q ",529 278 580 292
9,500125099+-5100_9.tif,"$5,646.54 ",503 307 580 324
10,500125099+-5100_10.tif,$.07 discount allowed ,66 478 247 495
11,500125099+-5100_11.tif,"if paid by Dec. 26, 1952 ",67 494 274 512
12,500125099+-5100_12.tif,COPY ,66 602 125 615
13,500125099+-5100_13.tif,ralh ,66 620 91 631
14,500125099+-5100_14.tif,12-1B-52 ,66 633 135 648
15,500125099+-5100_15.tif,660S ZIOOS ,683 802 694 892
