,image_no,text,bb
0,83553577_3578_0.tif,8397 ,648 84 687 95
1,83553577_3578_1.tif,BAC£ftt-a BERMAN ,32 79 119 87
2,83553577_3578_2.tif,* ,78 91 79 92
3,83553577_3578_3.tif,Firmani & Associates ,81 96 202 107
4,83553577_3578_4.tif,1129.10 ,284 113 340 122
5,83553577_3578_5.tif,3/26/97 ,513 100 555 112
6,83553577_3578_6.tif,2.821.08 ,622 118 687 128
7,83553577_3578_7.tif,General Account II00 See Breakdown ,46 332 291 344
8,83553577_3578_8.tif,2.821.08 ,616 339 664 352
9,83553577_3578_9.tif,R/961 ,34 383 52 390
10,83553577_3578_10.tif,f/.AR 2 5 1997 ,421 419 504 433
11,83553577_3578_11.tif,HAGENS & BERMAN. P.S. ,404 451 524 464
12,83553577_3578_12.tif,2/3/97 ,56 543 91 553
13,83553577_3578_13.tif,lob ,112 530 132 540
14,83553577_3578_14.tif,CH ,113 543 131 552
15,83553577_3578_15.tif,2/10/97 ,56 585 97 595
16,83553577_3578_16.tif,CH ,113 585 131 594
17,83553577_3578_17.tif,MF ,113 640 130 649
18,83553577_3578_18.tif,2/3/97 ,56 668 90 678
19,83553577_3578_19.tif,MF ,113 668 130 677
20,83553577_3578_20.tif,2/18/97 ,56 695 96 705
21,83553577_3578_21.tif,CH ,113 695 131 704
22,83553577_3578_22.tif,2/19/97 ,56 793 96 803
23,83553577_3578_23.tif,2/20/97 ,56 821 96 831
24,83553577_3578_24.tif,strategy. Telephone call to Berman for update. ,143 557 386 569
25,83553577_3578_25.tif,distribution. Direct development of targeted distribution lists. Draft alert ,143 598 529 610
26,83553577_3578_26.tif,and forward for approval. Direct distribution of alert. ,143 612 425 625
27,83553577_3578_27.tif,Database search ,143 668 231 677
28,83553577_3578_28.tif,Outline media relations for Indiana announcement. Review draft of lawsuit ,142 694 539 704
29,83553577_3578_29.tif,Draft release for review. Walk through release and distribution with ,143 708 509 721
30,83553577_3578_30.tif,Steve. Alert PSBJ in advance to meet deadline; forward embargoed release. ,142 722 535 734
31,83553577_3578_31.tif,Finalize general release and direct distribution. ,143 736 392 749
32,83553577_3578_32.tif,EB Proofreading of Indiana class action suit news release. ,113 764 426 777
33,83553577_3578_33.tif,CH Follow up to distribution of release. ,113 793 330 805
34,83553577_3578_34.tif,"CH Handle interview request with Bozeman radio, KM MS, and arrange fo' ",112 820 517 833
35,83553577_3578_35.tif,Steve to telephone coll. Reschedule. Respond to J. S3ther. ,143 834 443 847
36,83553577_3578_36.tif,Hours Amount ,578 501 667 510
37,83553577_3578_37.tif,2.35 199.75 ,588 543 668 552
38,83553577_3578_38.tif,2.47 209.67 ,589 584 668 593
39,83553577_3578_39.tif,0.75 71.25 ,588 640 668 649
40,83553577_3578_40.tif,0.18 17.42 ,588 667 668 676
41,83553577_3578_41.tif,4.22 358.42 ,588 694 668 703
42,83553577_3578_42.tif,0.10 ,588 764 609 773
43,83553577_3578_43.tif,1.65 ,589 793 609 802
44,83553577_3578_44.tif,0.62 ,589 820 609 829
45,83553577_3578_45.tif,6.00 ,648 764 668 773
46,83553577_3578_46.tif,140.25 ,637 793 668 801
47,83553577_3578_47.tif,57.42 ,642 820 668 829
48,83553577_3578_48.tif,MF Media calls ,113 862 205 872
49,83553577_3578_49.tif,0.73 ,589 862 609 871
50,83553577_3578_50.tif,69 67 ,643 862 669 871
51,83553577_3578_51.tif,2/3/97 ,56 863 90 873
52,83553577_3578_52.tif,8355 ,680 842 697 888
