,image_no,text,bb
0,0060088007_0.tif,webcraft ,172 26 373 73
1,0060088007_1.tif,P.0 Box 23224A ,171 102 271 113
2,0060088007_2.tif,Newark. NJ 07889 ,170 118 280 131
3,0060088007_3.tif,mmlet ,570 26 663 45
4,0060088007_4.tif,130030 ,549 50 590 60
5,0060088007_5.tif,Date ,503 86 524 95
6,0060088007_6.tif,September 22. 1994 ,553 99 664 114
7,0060088007_7.tif,Your ,503 114 526 123
8,0060088007_8.tif,Order No. ,503 126 550 135
9,0060088007_9.tif,S ,23 200 29 207
10,0060088007_10.tif,O ,22 209 30 216
11,0060088007_11.tif,American Tobacco ,56 203 161 215
12,0060088007_12.tif,£ 6 Stamford Forum ,22 219 158 236
13,0060088007_13.tif,Stamford. CT C6904 ,55 235 174 249
14,0060088007_14.tif,Ann Chris Bun ,56 252 149 264
15,0060088007_15.tif,T ,22 246 28 253
16,0060088007_16.tif,O ,22 256 29 263
17,0060088007_17.tif,s ,433 200 437 207
18,0060088007_18.tif,H ,432 209 439 216
19,0060088007_19.tif,I ,434 219 436 226
20,0060088007_20.tif,P ,432 228 438 235
21,0060088007_21.tif,T ,431 247 437 254
22,0060088007_22.tif,O ,430 256 438 263
23,0060088007_23.tif,86* ,49 287 65 296
24,0060088007_24.tif,86440/41 ,49 286 99 296
25,0060088007_25.tif,S. Katz ,161 285 202 296
26,0060088007_26.tif,lern.k ,262 274 286 281
27,0060088007_27.tif,TUT ,375 273 404 281
28,0060088007_28.tif,20 Days ,291 284 336 298
29,0060088007_29.tif,Destination ,408 284 470 294
30,0060088007_30.tif,'Dai* supped snp^rvr; ,483 272 623 284
31,0060088007_31.tif,Quantity ,48 310 86 319
32,0060088007_32.tif,Ordered ,50 320 85 327
33,0060088007_33.tif,l/nlt Plic* Unit ,455 315 544 324
34,0060088007_34.tif,Aimiunt ,608 316 642 323
35,0060088007_35.tif,10.000 ,25 386 61 396
36,0060088007_36.tif,10.000 ,24 419 61 430
37,0060088007_37.tif,V ,9 844 21 851
38,0060088007_38.tif,Authorized By: Chris Bun ,171 351 322 365
39,0060088007_39.tif,60* Sterling Gloss Test ,134 384 281 398
40,0060088007_40.tif,70* Sterling Gloss Test ,134 418 279 431
41,0060088007_41.tif,INVOICE TOTAL ,298 532 403 543
42,0060088007_42.tif,Thank you. it is our pleasure to serve you. ,134 583 369 597
43,0060088007_43.tif,"$4,6-13 ",620 529 657 543
44,0060088007_44.tif,00 ,670 530 683 540
45,0060088007_45.tif,A mrv>;e ol p.f rnonW «M 0*> Mfieswd 01 ,162 819 381 828
46,0060088007_46.tif,ChWflW rtx oaia wBIr. 20 days Ol Pm 0*>e 01* wit ,162 829 381 839
47,0060088007_47.tif,contnue u'ltii O'* pasi Ou© amoum m pu.0 m iut ,162 838 338 847
48,0060088007_48.tif,J ,686 841 695 853
49,0060088007_49.tif,Thi* invoice U autycct to the terms and conditions printed on the face and reverse side of our Confirmation and Production Order. ,18 855 689 874
50,0060088007_50.tif,IVEBCR4FT: TECHNOLOGY THAT SUPPORTS CREATIVITY ,148 882 556 896
