,image_no,text,bb
0,518232927+-2934_0.tif,BUSINESS EXPENSE VOUCHER ,50 50 308 65
1,518232927+-2934_1.tif,Employee Name ,50 74 120 84
2,518232927+-2934_2.tif,Patricia Shore Clark ,54 87 160 97
3,518232927+-2934_3.tif,Account Number ,232 74 304 82
4,518232927+-2934_4.tif,71564 ,238 87 271 97
5,518232927+-2934_5.tif,Ma img Address (If app'icable) ,50 103 179 113
6,518232927+-2934_6.tif,Director Sate & Local Govl ReiaSorts ,55 117 228 127
7,518232927+-2934_7.tif,Reynolds 11 ,56 132 205 145
8,518232927+-2934_8.tif,Government Relations ,55 147 174 157
9,518232927+-2934_9.tif,Extension Number ,233 103 311 111
10,518232927+-2934_10.tif,(910) 741-6375 ,238 117 319 129
11,518232927+-2934_11.tif,Date Prepared Pago Disbursement Accounting Use ONLY ,376 43 688 54
12,518232927+-2934_12.tif,01/30/97 1 of 1 96.70 ,377 56 671 69
13,518232927+-2934_13.tif,Return to: ,376 73 417 81
14,518232927+-2934_14.tif,T* a! I' ,414 93 479 119
15,518232927+-2934_15.tif,H I 1 ,429 111 473 124
16,518232927+-2934_16.tif,v ,502 116 507 123
17,518232927+-2934_17.tif,DEPART DATE ,49 179 134 189
18,518232927+-2934_18.tif,DESTINATION(S) ,185 179 281 190
19,518232927+-2934_19.tif,RETURN DATE ,333 179 416 189
20,518232927+-2934_20.tif,PURPOSE OF TRIP ,503 180 613 190
21,518232927+-2934_21.tif,01/28/97 ,71 191 116 203
22,518232927+-2934_22.tif,Raleigh. NC ,142 191 206 205
23,518232927+-2934_23.tif,^01/29/97 ,329 190 383 202
24,518232927+-2934_24.tif,General Assembly ,424 193 521 205
25,518232927+-2934_25.tif,DAY OF THE WEEK ,107 249 196 257
26,518232927+-2934_26.tif,Tuesday | Wednesflay | Thursday ,210 246 370 258
27,518232927+-2934_27.tif,Friday | Saturday ,397 246 490 258
28,518232927+-2934_28.tif,Sunday ,506 247 538 257
29,518232927+-2934_29.tif,Monday ,576 248 610 257
30,518232927+-2934_30.tif,03-Feb-97 ,567 261 619 271
31,518232927+-2934_31.tif,SUMMARY ,636 251 685 259
32,518232927+-2934_32.tif,AMOUNT ,639 262 681 270
33,518232927+-2934_33.tif,DATE ,171 263 196 271
34,518232927+-2934_34.tif,28-Jan-97 ,203 261 254 270
35,518232927+-2934_35.tif,29-Jan-97 30-Jan-97 ,264 260 375 270
36,518232927+-2934_36.tif,31-Jan-97 01-Feb-97 ,385 261 496 270
37,518232927+-2934_37.tif,Lodging (Attach Receipt) ,49 279 154 289
38,518232927+-2934_38.tif,breakfast (Yours ONLY) ,51 294 151 303
39,518232927+-2934_39.tif,2 531 ,292 287 321 303
40,518232927+-2934_40.tif,2.53 ,670 292 693 301
41,518232927+-2934_41.tif,.unch (Yours ONLY) ,51 309 137 318
42,518232927+-2934_42.tif,Dinner (Yours ONLY) ,51 324 139 333
43,518232927+-2934_43.tif,CatVBus/lmo ,48 339 108 347
44,518232927+-2934_44.tif,Parking Fees ,48 354 104 364
45,518232927+-2934_45.tif,1.50 ,293 350 315 361
46,518232927+-2934_46.tif,1.50 ,671 350 693 361
47,518232927+-2934_47.tif,Tips (Not Included E:sewhere) ,48 369 177 379
48,518232927+-2934_48.tif,2.00 ,670 365 693 376
49,518232927+-2934_49.tif,Telephone & Tclograph ,48 384 148 394
50,518232927+-2934_50.tif,Auto Rental (Attach Agreement) ,48 400 184 409
51,518232927+-2934_51.tif,Misc. (Give explanation) ,48 429 151 439
52,518232927+-2934_52.tif,•Raleigh Condo ,55 442 137 454
53,518232927+-2934_53.tif,DAILY TOTALS ,123 506 192 514
54,518232927+-2934_54.tif,T5~23 ,282 501 316 512
55,518232927+-2934_55.tif,TO3 ,660 501 693 513
56,518232927+-2934_56.tif,"Business Meeting or Entertainment - (Show Date, Piace, Persons Affiliated With snd Business Purpose/Discjssior) ",48 521 539 532
57,518232927+-2934_57.tif,"j ■"" * ■ bbaEvans,NCStateDemocratlcPartyChair. ",132 527 540 546
58,518232927+-2934_58.tif,"~54""57 ",659 532 693 543
59,518232927+-2934_59.tif,* ,284 550 288 553
60,518232927+-2934_60.tif,1/30/97-Registration fee for Piedmont Women Executives Quarterly Professional Forum luncheon ,55 577 570 591
61,518232927+-2934_61.tif,Tsm ,659 577 693 589
62,518232927+-2934_62.tif,sponsored by Deloitte & Touche to be held at the Piedmont Club.' ,54 592 399 605
