,image_no,text,bb
0,515618394+-8397_0.tif,1 ,110 32 113 37
1,515618394+-8397_1.tif,i ,113 61 121 74
2,515618394+-8397_2.tif,Ul ,660 782 669 787
3,515618394+-8397_3.tif,"BREA2EALE, SACHSE & WILSON. L.L.P ",251 65 516 79
4,515618394+-8397_4.tif,Attorneys At Law ,323 81 452 93
5,515618394+-8397_5.tif,"Twenty-Third Floor, One American Place ",235 93 539 107
6,515618394+-8397_6.tif,Post Office Box 3197 ,307 109 466 120
7,515618394+-8397_7.tif,"Baton Rouge, Louisiana 70821-3197 ",251 121 514 135
8,515618394+-8397_8.tif,(504) 387-4000 ,334 136 442 147
9,515618394+-8397_9.tif,Tax I.D. 72-0442889 ,306 151 458 161
10,515618394+-8397_10.tif,"May 19, 1997 ",339 179 434 191
11,515618394+-8397_11.tif,R. J. Reynolds Tobacco Company ,128 233 371 248
12,515618394+-8397_12.tif,Joe Murry ,128 248 201 260
13,515618394+-8397_13.tif,401 North Main Street ,128 261 295 273
14,515618394+-8397_14.tif,Invoice tf 16218 ,547 266 665 277
15,515618394+-8397_15.tif,"Winston - Salem, NC 27102 ",128 275 328 288
16,515618394+-8397_16.tif,RF.: Governmental Relations ,128 304 336 316
17,515618394+-8397_17.tif,I.D. 5075-13151- CJB ,129 318 288 328
18,515618394+-8397_18.tif,"For Services Rendered Through April 30, 1997 ",128 373 480 390
19,515618394+-8397_19.tif,Current Costs ,128 402 231 412
20,515618394+-8397_20.tif,170.61 ,473 406 520 415
21,515618394+-8397_21.tif,Total Current Fees 6 Costs ,126 429 335 442
22,515618394+-8397_22.tif,$ 170.61 ,561 434 656 446
23,515618394+-8397_23.tif,Total Due This Statement ,126 472 318 484
24,515618394+-8397_24.tif,$ 170.61 ,561 477 655 489
25,515618394+-8397_25.tif,TOTAL ,141 585 182 594
26,515618394+-8397_26.tif,DUE ,157 600 181 609
27,515618394+-8397_27.tif,170.61 ,134 614 180 623
28,515618394+-8397_28.tif,CURRENT ,222 600 277 609
29,515618394+-8397_29.tif,170.61 ,230 614 276 624
30,515618394+-8397_30.tif,30 DAYS ,319 587 374 597
31,515618394+-8397_31.tif,PAST DUE ,311 601 374 611
32,515618394+-8397_32.tif,0.00 ,343 616 373 625
33,515618394+-8397_33.tif,60 DAYS ,415 588 470 599
34,515618394+-8397_34.tif,PAST DUE ,407 602 470 613
35,515618394+-8397_35.tif,0.00 ,439 617 469 627
36,515618394+-8397_36.tif,90 DAYS ,512 590 566 599
37,515618394+-8397_37.tif,PAST DUE ,503 604 567 613
38,515618394+-8397_38.tif,0.00 ,536 618 566 627
39,515618394+-8397_39.tif,120* DAYS ,592 590 663 600
40,515618394+-8397_40.tif,PAST DUE ,600 604 663 615
41,515618394+-8397_41.tif,0.00 ,632 619 662 629
