,image_no,text,bb
0,CTRCONTRACTS017922-7_0.tif,r^v | iK-f ,58 162 97 173
1,CTRCONTRACTS017922-7_1.tif,UNION CARBIDE CORPORATION ,115 148 264 157
2,CTRCONTRACTS017922-7_2.tif,NUCLEAR J)lVISION ,115 160 192 168
3,CTRCONTRACTS017922-7_3.tif,w.o. oC‘x r. oak rioc€ . ?enmcs^t* myi ,115 169 255 177
4,CTRCONTRACTS017922-7_4.tif,INVOICE ,341 146 409 156
5,CTRCONTRACTS017922-7_5.tif,Acting Urwer U.S. GovernmM; Contract '#7405 eng 26 With the U.S. Departr.cnt of Energy ,56 184 410 194
6,CTRCONTRACTS017922-7_6.tif,VC K-MI) ,63 203 100 208
7,CTRCONTRACTS017922-7_7.tif,!• la.jii ,63 210 101 215
8,CTRCONTRACTS017922-7_8.tif,TO: ,76 275 93 284
9,CTRCONTRACTS017922-7_9.tif,r ,99 276 120 297
10,CTRCONTRACTS017922-7_10.tif,L ,99 334 119 354
11,CTRCONTRACTS017922-7_11.tif,"THE COUNCIL FOR TOBACCO RESEARCH USA, INC. ",141 286 417 299
12,CTRCONTRACTS017922-7_12.tif,ATTN: ACCOUNTS PAYABLE ,141 300 293 310
13,CTRCONTRACTS017922-7_13.tif,110 EAST 59TH STREET ,142 313 274 324
14,CTRCONTRACTS017922-7_14.tif,"NEW YORK, NEW YORK 10022 ",141 327 326 338
15,CTRCONTRACTS017922-7_15.tif,ISSUE CHECK PAYABLE TO. ,517 142 635 149
16,CTRCONTRACTS017922-7_16.tif,UNION CARBIDE CORPORATION. NUCLEAR DIVISION ,467 151 689 159
17,CTRCONTRACTS017922-7_17.tif,Government Fund Account ,526 160 627 166
18,CTRCONTRACTS017922-7_18.tif,"P. 0. 8~ p, OoV Rid 9 c, Tennessee 37830 ",495 170 663 179
19,CTRCONTRACTS017922-7_19.tif,Attention: Mcnsgtr of Acccvntin? ,491 180 622 189
20,CTRCONTRACTS017922-7_20.tif,/ Certify that ti\a above bill la correct and Juaf: that ,470 196 685 203
21,CTRCONTRACTS017922-7_21.tif,payment therefor baa not 6«en received: that al! ,470 205 685 212
22,CTRCONTRACTS017922-7_22.tif,statutory requirements as to America* Production *nd ,470 214 685 220
23,CTRCONTRACTS017922-7_23.tif,Feir /.efcnr Standard* Act have been complied with: ,471 223 685 229
24,CTRCONTRACTS017922-7_24.tif,and that State or loeef eataa tataa are not Included In ,470 231 685 237
25,CTRCONTRACTS017922-7_25.tif,tho eaconts billed. ,471 240 543 246
26,CTRCONTRACTS017922-7_26.tif,Union Carbide Corporation ,509 267 611 273
27,CTRCONTRACTS017922-7_27.tif,Nuclear Division ,526 275 592 281
28,CTRCONTRACTS017922-7_28.tif,. Accountant ,637 257 685 263
29,CTRCONTRACTS017922-7_29.tif,CHJnORC lR NO. ,381 376 446 380
30,CTRCONTRACTS017922-7_30.tif,SUPPL. AGREEMENT #12 ,47 390 180 400
31,CTRCONTRACTS017922-7_31.tif,COSTOvEhS ORDER ho. ,64 404 165 409
32,CTRCONTRACTS017922-7_32.tif,CONTAINER NO. ,302 403 369 408
33,CTRCONTRACTS017922-7_33.tif,31 JAN 20 ,47 417 106 427
34,CTRCONTRACTS017922-7_34.tif,OATE ,76 431 99 436
35,CTRCONTRACTS017922-7_35.tif,1. 543 ,155 417 193 427
36,CTRCONTRACTS017922-7_36.tif,INVOICE NO. ,165 431 217 435
37,CTRCONTRACTS017922-7_37.tif,OV/N RhPCftkNCS ,247 430 365 435
38,CTRCONTRACTS017922-7_38.tif,OATS 3MIPPCO ,393 430 456 435
39,CTRCONTRACTS017922-7_39.tif,15710 ,532 329 564 340
40,CTRCONTRACTS017922-7_40.tif,3512-L-Q284Q-Q1 ,492 363 589 374
41,CTRCONTRACTS017922-7_41.tif,OU» ACCOUNT NO. ,509 376 589 380
42,CTRCONTRACTS017922-7_42.tif,SHIPPED VIJ ,521 403 573 409
43,CTRCONTRACTS017922-7_43.tif,O'L NO. ,533 430 566 435
44,CTRCONTRACTS017922-7_44.tif,QUANTITY ,91 457 146 464
45,CTRCONTRACTS017922-7_45.tif,DESCRIPTION ,347 456 416 462
46,CTRCONTRACTS017922-7_46.tif,AMOUNT ,613 456 656 462
47,CTRCONTRACTS017922-7_47.tif,CHARACTERIZATION OF ANIMAL INHALATION ,220 510 464 520
48,CTRCONTRACTS017922-7_48.tif,EXPOSURE DEVICES ,220 522 326 532
49,CTRCONTRACTS017922-7_49.tif,"DECEMBER, 1980 ",260 549 352 561
50,CTRCONTRACTS017922-7_50.tif,"17,945.00 ",525 524 583 535
51,CTRCONTRACTS017922-7_51.tif,"17,945.00 ",644 539 703 550
52,CTRCONTRACTS017922-7_52.tif,"[O, <t>£0 ",424 615 478 633
53,CTRCONTRACTS017922-7_53.tif,TERMS* ,77 745 107 750
54,CTRCONTRACTS017922-7_54.tif,NET CASH ,71 754 114 761
55,CTRCONTRACTS017922-7_55.tif,(Sea Referee) ,66 765 119 772
56,CTRCONTRACTS017922-7_56.tif,Refer any question* reqardinq this invoice to NO Finance ,258 748 480 754
57,CTRCONTRACTS017922-7_57.tif,Tefeahcne: Commercial (0151 57*0008. ns 020-0008. ,258 757 471 763
58,CTRCONTRACTS017922-7_58.tif,A Sudoei. Account* Receivable. ,485 748 608 754
59,CTRCONTRACTS017922-7_59.tif,A- ,32 786 42 795
60,CTRCONTRACTS017922-7_60.tif,CTR CONTRACTS 017922 ,371 932 676 950
61,CTRCONTRACTS017922-7_61.tif,11237670 ,346 986 410 997
