,image_no,text,bb
0,0060201575_0.tif,Development of model for Selecting ,86 510 322 523
1,0060201575_1.tif,ULT/LT Smokcrs/or Selective Binding ,86 525 329 539
2,0060201575_2.tif,Fee ,415 527 436 537
3,0060201575_3.tif,"$15,000.00 ",542 527 620 539
4,0060201575_4.tif,Total Due ,414 609 476 619
5,0060201575_5.tif,"$15,000.00 ",542 609 620 621
6,0060201575_6.tif,Please Remit To: ,76 689 184 700
7,0060201575_7.tif,"MIT, Inc. ",160 722 217 733
8,0060201575_8.tif,International Corporate Center ,160 739 359 751
9,0060201575_9.tif,555 Theodore Fremd Avenue ,160 754 351 765
10,0060201575_10.tif,Suite A-201 ,160 771 236 781
11,0060201575_11.tif,"Rye, New York 10580 ",160 787 306 800
12,0060201575_12.tif,Note: Invoices are due and payable in thirty days. ,75 819 403 833
13,0060201575_13.tif,tet'onal Ccrosrotc Center ,89 852 212 860
14,0060201575_14.tif,Rye.N-wVork 10500 ,63 862 168 870
15,0060201575_15.tif,TWept'cno: '9 i4> 925-2200 ,62 874 194 882
16,0060201575_16.tif,Fecurwe: <9’4) 925-2222 ,64 885 195 893
