,image_no,text,bb
0,518240658+-0669_0.tif,The Flanigan Law Firm ,205 75 561 91
1,518240658+-0669_1.tif,",i- ^ ",615 50 686 104
2,518240658+-0669_2.tif,November 13. 1996 ,330 197 441 209
3,518240658+-0669_3.tif,"!04-SC/f-.90/1,- ",390 222 634 244
4,518240658+-0669_4.tif,R.J. Reynolds Tobacco Company ,122 247 308 261
5,518240658+-0669_5.tif,P.0. Box 2959 ,122 264 206 274
6,518240658+-0669_6.tif,"Winsion-Salem, NC 27102 ",122 280 276 292
7,518240658+-0669_7.tif,Attention: M. Hurst Marshall L ,122 310 465 324
8,518240658+-0669_8.tif,State Government Relations ,212 329 366 340
9,518240658+-0669_9.tif,Miscellaneous costs advanced during the month of October 1996: ,162 394 527 408
10,518240658+-0669_10.tif,(See attached expense summary.) ,203 427 388 441
11,518240658+-0669_11.tif,S 735.38 ,642 459 696 470
12,518240658+-0669_12.tif,Billing error on September 1996 invoice: ,162 509 391 523
13,518240658+-0669_13.tif,<223-42 > ,647 508 703 521
14,518240658+-0669_14.tif,TOTAL ACCOUNT FOR MONTH ,303 542 513 553
15,518240658+-0669_15.tif,S 511.96 ,642 542 695 553
16,518240658+-0669_16.tif,Our bills for professional services are due upon presentation unless ,162 805 567 820
17,518240658+-0669_17.tif,otherwise stated herein. ,161 824 292 834
18,518240658+-0669_18.tif,Account No. 1002.01 ,162 856 280 867
19,518240658+-0669_19.tif,in ,677 831 685 837
20,518240658+-0669_20.tif,►-* ,676 840 684 845
21,518240658+-0669_21.tif,CO ,675 848 684 855
22,518240658+-0669_22.tif,W ,676 856 684 864
23,518240658+-0669_23.tif,(7» ,673 891 681 897
24,518240658+-0669_24.tif,in ,672 900 680 905
25,518240658+-0669_25.tif,CO ,672 908 680 914
26,518240658+-0669_26.tif,r.S. It\XK I’l.Ul « *>MO NlMII STIIF.I. Sl'ITE 23KO • StCkAVtNTo. €1A 95811 ,187 921 577 930
27,518240658+-0669_27.tif,Tn.tmoM; 49IA) I U-0381 . t’naiMM.r. (91 At t I3 IHSA ,249 934 515 943
