,image_no,text,bb
0,2063610172_0.tif,PLEASE RETURN ONE COPY WITH PAYMENT ,238 949 515 958
1,2063610172_1.tif,Covington & Burling ,260 30 504 45
2,2063610172_2.tif,\EOl PENNSYLVANIA AVENUE. N. W. ,270 53 493 62
3,2063610172_3.tif,P.O. BOX 7566 ,336 71 429 78
4,2063610172_4.tif,WASHINGTON. O.C. 2004*1 ,304 86 460 96
5,2063610172_5.tif,EMPLOYER IDENTIFICATION NO. ,33 145 240 153
6,2063610172_6.tif,53-018841 1 ,101 157 171 165
7,2063610172_7.tif,TELEPHONE ,348 116 417 124
8,2063610172_8.tif,12021 662-6000 ,331 132 434 139
9,2063610172_9.tif,S TAT E M E N T ,345 171 435 179
10,2063610172_10.tif,ACCOUNT NO. 24010-101 ,539 159 724 170
11,2063610172_11.tif,DATE ,539 183 571 190
12,2063610172_12.tif,m* v n 19% ,638 195 725 205
13,2063610172_13.tif,PHILIP MORRIS.. . INC. ,341 282 492 296
14,2063610172_14.tif,For professional services rendered to the Company for the ,172 331 537 346
15,2063610172_15.tif,"period October 1, 1995 through March 31, 1996, with ",171 349 514 364
16,2063610172_16.tif,respect to Australian Tobacco Ingredients Matters $ 493.59 ,171 367 666 382
17,2063610172_17.tif,For professional services rendered to the Company for the ,171 416 536 430
18,2063610172_18.tif,"period September 1, 1995 through March 31, 1996 with ",171 433 524 449
19,2063610172_19.tif,respect to Chilean Tobacco Ingredients Matters ,171 452 556 467
20,2063610172_20.tif,$ 954.24 ,610 471 666 483
21,2063610172_21.tif,For professional services rendered to the Company for the ,171 516 536 531
22,2063610172_22.tif,"period November 1, 1995 through March 31, 1996 with ",171 535 523 549
23,2063610172_23.tif,"respect to New Zealand Tobacco Ingredients Matters $1,078.94 ",171 552 666 568
24,2063610172_24.tif,For professional services rendered to the Company for the ,171 599 536 614
25,2063610172_25.tif,"period September 1, 1995 through March 31, 1996 with ",170 617 523 632
26,2063610172_26.tif,respect to United Kingdom Tobacco Ingredients Matters . . . S 230.00 ,170 635 665 649
27,2063610172_27.tif,TOTAL $2.756.77 ,511 682 664 693
28,2063610172_28.tif,CE:nmw ,159 802 213 814
29,2063610172_29.tif,ZL\019E90Z ,701 817 718 907
