,image_no,text,bb
0,580108985+-8990_0.tif,BUSINESS EXPENSE VOUCHER ,52 83 301 97
1,580108985+-8990_1.tif,Employee Name ,53 106 120 116
2,580108985+-8990_2.tif,Charles A. Blixt ,56 118 135 128
3,580108985+-8990_3.tif,Account Number ,227 106 297 113
4,580108985+-8990_4.tif,71614 ,233 118 264 128
5,580108985+-8990_5.tif,Maying Address (If appfcabe) ,53 134 176 144
6,580108985+-8990_6.tif,Extension Number ,228 134 304 142
7,580108985+-8990_7.tif,Sr. VP/GC ,58 148 111 158
8,580108985+-8990_8.tif,(910) 741-0673 ,233 148 312 159
9,580108985+-8990_9.tif,11803 ,58 163 89 172
10,580108985+-8990_10.tif,Executive ,58 178 107 188
11,580108985+-8990_11.tif,Dale Prepared ,367 76 426 86
12,580108985+-8990_12.tif,09/13/95 ,367 89 412 99
13,580108985+-8990_13.tif,Return to: ,367 105 407 112
14,580108985+-8990_14.tif,Page ,445 76 467 86
15,580108985+-8990_15.tif,1 of ,458 89 476 100
16,580108985+-8990_16.tif,Disbursement Accounting Use ONLY ,505 76 670 85
17,580108985+-8990_17.tif,p EPART DATE ,53 209 134 219
18,580108985+-8990_18.tif,DESTINATION(S) i ,183 209 323 220
19,580108985+-8990_19.tif,RETURN DATEl PURPOSE OF TRIP ,325 208 598 219
20,580108985+-8990_20.tif,"Washington, DC j ",141 217 323 235
21,580108985+-8990_21.tif,09/13/95 | Tobacco Institute Committee of Counsel Mtg. ,330 221 647 234
22,580108985+-8990_22.tif,Approval Authority Name (Print or Type) ,264 901 430 911
23,580108985+-8990_23.tif,A ,286 921 295 932
24,580108985+-8990_24.tif,Approval Authority Signature and Date ,474 901 636 911
25,580108985+-8990_25.tif,S863 0-.03S ,701 851 711 936
