,image_no,text,bb
0,518253707+-3715_0.tif,BUSINESS EXPENSE VOUCHER ,58 40 318 55
1,518253707+-3715_1.tif,Employe* Name ,59 64 129 74
2,518253707+-3715_2.tif,Roger L. Mozir.go ,63 77 157 89
3,518253707+-3715_3.tif,) ,184 93 189 102
4,518253707+-3715_4.tif,VP. Slate Government Relations ,64 105 239 117
5,518253707+-3715_5.tif,Reynolds 11th ,65 120 227 133
6,518253707+-3715_6.tif,Government Relations ,65 135 183 145
7,518253707+-3715_7.tif,Account Number ,240 64 314 71
8,518253707+-3715_8.tif,75586 ,247 76 280 86
9,518253707+-3715_9.tif,Extension Number ,241 92 322 99
10,518253707+-3715_10.tif,(910) 741-7665 ,248 105 330 117
11,518253707+-3715_11.tif,Date Prepared ,386 32 447 42
12,518253707+-3715_12.tif,02/20/97 ,387 45 432 55
13,518253707+-3715_13.tif,Page ,467 32 488 42
14,518253707+-3715_14.tif,lot 1 ,480 45 518 57
15,518253707+-3715_15.tif,Disbursement Accounting Uso ONLY ,527 31 699 41
16,518253707+-3715_16.tif,8.75 ,655 43 683 54
17,518253707+-3715_17.tif,Return to: ,386 62 426 69
18,518253707+-3715_18.tif,iff 4 *' ,614 82 658 97
19,518253707+-3715_19.tif,DEPART DATE ,61 168 144 177
20,518253707+-3715_20.tif,DESTINATION(S) ,194 166 292 178
21,518253707+-3715_21.tif,RETURN DATE ,344 165 427 176
22,518253707+-3715_22.tif,PURPOSE OF TRIP ,513 164 624 175
23,518253707+-3715_23.tif,02/17/97 ,80 181 126 190
24,518253707+-3715_24.tif,"West Palm Beach, PL ",151 177 267 191
25,518253707+-3715_25.tif,02/20/97 ,348 176 393 188
26,518253707+-3715_26.tif,Pennsylvania Legislative Outing. ,435 177 607 190
27,518253707+-3715_27.tif,DAY OF THE WEEK ,117 236 205 245
28,518253707+-3715_28.tif,Monday ,221 233 255 243
29,518253707+-3715_29.tif,Tuesday ,281 233 318 243
30,518253707+-3715_30.tif,vrNieioiy ,335 235 386 243
31,518253707+-3715_31.tif,Thursday ,401 232 441 241
32,518253707+-3715_32.tif,Fr.day ,468 232 494 241
33,518253707+-3715_33.tif,Saturday ,516 231 555 242
34,518253707+-3715_34.tif,Sunday ,587 231 620 240
35,518253707+-3715_35.tif,SUMMARY ,646 234 696 242
36,518253707+-3715_36.tif,AMOUNT ,650 246 692 254
37,518253707+-3715_37.tif,DATE ,180 251 206 259
38,518253707+-3715_38.tif,17-Feb-97 ,213 245 265 258
39,518253707+-3715_39.tif,18-Feb-97 ,274 245 326 257
