,image_no,text,bb
0,518253689+-3695_0.tif,BUSINESS EXPENSE VOUCHER ,38 62 298 75
1,518253689+-3695_1.tif,DEPART DATE ,39 190 124 199
2,518253689+-3695_2.tif,DESTINATIONS) IRETURN DATEl ,175 185 411 200
3,518253689+-3695_3.tif,* ,432 200 440 211
4,518253689+-3695_4.tif,PURPOSE OF TRIP ,494 188 604 198
5,518253689+-3695_5.tif,53705757 ,60 201 106 213
6,518253689+-3695_6.tif,"West Palm Beach, FL 03/10/97 RG ",132 200 432 213
7,518253689+-3695_7.tif,"""Governors' Forum ",440 200 541 211
8,518253689+-3695_8.tif,EXPENSES PAID BY EMPLOYEE ,269 241 455 251
9,518253689+-3695_9.tif,DAYOFTHEWEEKl Sunday ,97 256 235 268
10,518253689+-3695_10.tif,Monday ,263 256 296 266
11,518253689+-3695_11.tif,Tuosday ,321 256 359 265
12,518253689+-3695_12.tif,Wednesday Thursday ,375 255 482 265
13,518253689+-3695_13.tif,Friday I Saturday ,497 255 604 265
14,518253689+-3695_14.tif,SUMMARY ,627 258 677 266
15,518253689+-3695_15.tif,AMOUNT ,631 270 673 277
16,518253689+-3695_16.tif,date 09-Mar-97 ,161 270 244 280
17,518253689+-3695_17.tif,IO-Mar-97 ,255 270 305 279
18,518253689+-3695_18.tif,11-Mar-97 ,315 270 365 279
19,518253689+-3695_19.tif,12-Mar-97113-Mar-97 ,376 266 487 281
20,518253689+-3695_20.tif,14-Mar-97 ,498 270 549 278
21,518253689+-3695_21.tif,15-Mar-97 ,559 270 610 278
22,518253689+-3695_22.tif,Lodging (Attach Rece'pt) ,38 289 144 299
23,518253689+-3695_23.tif,218.54 ,209 284 244 295
24,518253689+-3695_24.tif,218.54 ,649 282 684 293
25,518253689+-3695_25.tif,Breakfast (Yours ONLY) ,40 304 142 313
26,518253689+-3695_26.tif,.unch (Yours ONLY) ,40 319 127 328
27,518253689+-3695_27.tif,Dinnor (Yours ONLY) ,38 333 130 343
28,518253689+-3695_28.tif,Cab/Bus/Umo ,37 349 99 357
29,518253689+-3695_29.tif,Parking Fees ,38 364 94 374
30,518253689+-3695_30.tif,8.48 ,222 360 244 370
31,518253689+-3695_31.tif,16.00 ,277 361 305 370
32,518253689+-3695_32.tif,24748 ,655 358 684 368
33,518253689+-3695_33.tif,Tips (Not Included Elsewhere) ,37 379 168 388
34,518253689+-3695_34.tif,2.00 ,222 374 244 385
35,518253689+-3695_35.tif,"2755"" ",252 373 309 385
36,518253689+-3695_36.tif,X05 ,657 372 686 383
37,518253689+-3695_37.tif,Telephone & Telegraph ,37 394 139 405
38,518253689+-3695_38.tif,MS ,191 389 246 400
39,518253689+-3695_39.tif,17(T ,250 388 309 400
40,518253689+-3695_40.tif,2.55 ,661 389 684 399
41,518253689+-3695_41.tif,■ ' ,56 404 149 406
42,518253689+-3695_42.tif,Auto Rental (Attach Agreement) ,37 409 175 420
43,518253689+-3695_43.tif,112.89 ,270 404 305 415
44,518253689+-3695_44.tif,TTM ,649 403 686 414
45,518253689+-3695_45.tif,... - ■■ ' ■ ,41 419 173 421
46,518253689+-3695_46.tif,Personal Auto ( ,38 424 104 434
47,518253689+-3695_47.tif,"miles X $0,315) ",189 424 255 433
48,518253689+-3695_48.tif,Misc. (Give explanation) ,38 439 141 449
49,518253689+-3695_49.tif,Forsyth Ctry Club Dues ,44 452 169 464
50,518253689+-3695_50.tif,230.00 ,648 448 684 459
51,518253689+-3695_51.tif,DAILY TOTALS ,114 514 184 523
52,518253689+-3695_52.tif,459.87 ,208 512 244 521
53,518253689+-3695_53.tif,132.59 ,270 511 305 521
54,518253689+-3695_54.tif,592.46 ,648 508 684 519
55,518253689+-3695_55.tif,Businoss Meeting or Entertainment ,38 530 189 541
56,518253689+-3695_56.tif,"-(Show Date, ",191 530 249 539
57,518253689+-3695_57.tif,"Place, Persons Affiliated With and Business Purpose/Discusskm) ",252 529 531 539
58,518253689+-3695_58.tif,"3/7/97 Breakfast at Adam's Mark with Bruce Bereano (industry lobbyist from Maryland), State ",44 542 539 553
59,518253689+-3695_59.tif,80.11 ,655 541 683 549
60,518253689+-3695_60.tif,Activiti ,43 558 78 567
61,518253689+-3695_61.tif,3/9/97 ,44 573 76 582
62,518253689+-3695_62.tif,es Staff re: MD tax issue ,80 558 209 567
63,518253689+-3695_63.tif,Beverages at Boca Raton Resort & Club with David Powers (RJRTC) and Johnnie Rany ,81 572 549 584
64,518253689+-3695_64.tif,16.51 ,656 568 683 580
65,518253689+-3695_65.tif,(UST) re: Legislative issues. ,44 586 194 600
66,518253689+-3695_66.tif,TOTAL EXPENSES PAID BY EMPLOYEE ,38 624 224 633
67,518253689+-3695_67.tif,OTHER CODES 1 ,231 618 306 632
68,518253689+-3695_68.tif,G/L CODES | 04 88 0000 9070 867 ,370 617 588 637
69,518253689+-3695_69.tif,689.08 ,648 623 684 633
70,518253689+-3695_70.tif,Less Travel Advance ,38 644 128 652
71,518253689+-3695_71.tif,Dated ,229 643 254 651
72,518253689+-3695_72.tif,( > ,617 641 686 651
73,518253689+-3695_73.tif,AMOUNT DUE EMPLOYEE ,37 662 159 670
74,518253689+-3695_74.tif,689.08 ,636 658 679 669
75,518253689+-3695_75.tif,AMOUNT DUE COMPANY ,37 685 155 693
76,518253689+-3695_76.tif,EXPENSES CHARGED TO COMPANY (Attach copies of tickets or Invoices) ,176 701 605 712
77,518253689+-3695_77.tif,A c ,42 722 66 730
78,518253689+-3695_78.tif,1 H ,44 734 66 741
79,518253689+-3695_79.tif,R A ,42 745 66 753
80,518253689+-3695_80.tif,L R ,42 756 67 764
81,518253689+-3695_81.tif,1 G ,44 768 67 775
82,518253689+-3695_82.tif,N E ,42 779 66 787
83,518253689+-3695_83.tif,E S ,42 790 66 798
84,518253689+-3695_84.tif,Doparturo Dato ,90 719 160 730
85,518253689+-3695_85.tif,Origin ,226 718 254 728
86,518253689+-3695_86.tif,Destination ,349 718 401 726
87,518253689+-3695_87.tif,Comments(Noto If Company aircraft) ,471 717 640 727
88,518253689+-3695_88.tif,"03/09/97 "" ",80 729 168 741
89,518253689+-3695_89.tif,"Greensboro, hJC ",176 729 262 741
90,518253689+-3695_90.tif,"West Palm Beach, FL ",314 728 430 741
91,518253689+-3695_91.tif,$663.44 ,445 730 488 740
92,518253689+-3695_92.tif,T S ,312 775 662 791
93,518253689+-3695_93.tif,Ol ,653 791 662 797
94,518253689+-3695_94.tif,Other - Grve Details O' ,38 816 662 824
95,518253689+-3695_95.tif,CO ,654 827 663 834
96,518253689+-3695_96.tif,•D ,654 836 663 842
97,518253689+-3695_97.tif,Employee Signalure/Title and Date ,38 899 188 909
98,518253689+-3695_98.tif,Approval Authority Name (Print or Type) ,255 898 427 908
99,518253689+-3695_99.tif,Approval Authority Signature and Date ,473 897 638 907
100,518253689+-3695_100.tif,RJRT Forai BOOIA • JWIl Iff 7/M ,37 944 150 953
101,518253689+-3695_101.tif,Employee Name ,39 85 110 95
102,518253689+-3695_102.tif,Accounl Number ,222 85 294 92
103,518253689+-3695_103.tif,Roger L. Mozingo ,43 98 138 111
104,518253689+-3695_104.tif,75586 ,228 98 261 108
105,518253689+-3695_105.tif,Mailing Address (If applicable) ,39 114 169 124
106,518253689+-3695_106.tif,Extension Number ,223 114 301 122
107,518253689+-3695_107.tif,"VP, State Government Relations ",43 128 218 139
108,518253689+-3695_108.tif,(910) 741-7665 ,228 128 309 140
109,518253689+-3695_109.tif,Reynolds 11th ,44 143 207 155
110,518253689+-3695_110.tif,Government Relations ,44 158 164 168
111,518253689+-3695_111.tif,Date Prepared ,366 54 428 64
112,518253689+-3695_112.tif,03/11/97 ,367 68 413 77
113,518253689+-3695_113.tif,Page ,449 54 470 65
114,518253689+-3695_114.tif,1 of ,461 68 480 79
115,518253689+-3695_115.tif,1 Disbursement Accounting Use ONLY ,505 52 680 65
116,518253689+-3695_116.tif,11 96.62 ,496 62 663 80
117,518253689+-3695_117.tif,Return to: ,366 84 408 91
118,518253689+-3695_118.tif,t ,485 108 487 112
119,518253689+-3695_119.tif,„L: < V< ,517 92 568 117
120,518253689+-3695_120.tif,l*l ,460 106 488 138
