,image_no,text,bb
0,ti10160632_0.tif,"i li’,| i ii*iiviihnvil.Iik'. ",35 177 304 190
1,ti10160632_1.tif,"""O Covington <Jc Bur 1 ing ",48 209 252 221
2,ti10160632_2.tif,"1201 Pennsylvania Avenue, N.W. ",124 222 326 234
3,ti10160632_3.tif,"Kasnington, D.C. 20044 ",122 236 279 248
4,ti10160632_4.tif,v<Xl« ,45 338 70 345
5,ti10160632_5.tif,Mr. John Rupp ,121 332 210 343
6,ti10160632_6.tif,MM'll fVnuHMiv l.vn- ,473 164 572 171
7,ti10160632_7.tif,^.uri.tx. VA ,471 176 515 185
8,ti10160632_8.tif,ir<m i r »* ino.‘ ,471 189 536 197
9,ti10160632_9.tif,THefa* iToii r.Mim ,471 200 568 209
10,ti10160632_10.tif,ISVOCE NO ,484 280 537 287
11,ti10160632_11.tif,5596 ,604 271 644 285
12,ti10160632_12.tif,"DATE Nov 30, 1993 ",517 305 636 315
13,ti10160632_13.tif,November Services ,273 386 388 395
14,ti10160632_14.tif,To the services rendered by HBI. Inc. as consultants to the ,121 414 526 426
15,ti10160632_15.tif,Tobacco Institute during the month of November 1993. ,121 428 477 441
16,ti10160632_16.tif,"Total price nav due for payment j $ 28,000.00 ",121 457 636 472
17,ti10160632_17.tif,For HBI Inc. ,328 486 408 495
18,ti10160632_18.tif,44 0^4— ,326 501 473 535
19,ti10160632_19.tif,Dee Ann Huss ,328 542 408 551
20,ti10160632_20.tif,Til 016-0632 ,629 963 709 974
