,image_no,text,bb
0,ti16801274_0.tif,INVOICE ,542 216 606 228
1,ti16801274_1.tif,wka ,119 150 264 203
2,ti16801274_2.tif,"Walt Klein * Associates, Inc. ",119 207 288 219
3,ti16801274_3.tif,3rennar. Oawson ,97 260 177 269
4,ti16801274_4.tif,Unified Program ,97 272 172 282
5,ti16801274_5.tif,c;o The Tobacco Institute ,96 283 217 292
6,ti16801274_6.tif,-875 I Street NW ,97 295 179 303
7,ti16801274_7.tif,Washington DC 200C6 ,96 306 210 317
8,ti16801274_8.tif,Number ,444 261 481 269
9,ti16801274_9.tif,Data ,444 272 464 280
10,ti16801274_10.tif,JOB Number ,444 284 505 292
11,ti16801274_11.tif,PO* ,444 295 463 303
12,ti16801274_12.tif,Charge* ,444 307 483 316
13,ti16801274_13.tif,15891 ,579 262 605 269
14,ti16801274_14.tif,02/09/96 ,565 273 606 281
15,ti16801274_15.tif,9800*6932 ,556 284 606 293
16,ti16801274_16.tif,Job Name: ,95 331 147 339
17,ti16801274_17.tif,Agency Contact: ,95 345 176 355
18,ti16801274_18.tif,Description: ,95 358 154 369
19,ti16801274_19.tif,Unified Program: Program Mgt 1996 ,201 332 379 342
20,ti16801274_20.tif,Karl Maher ,201 346 251 354
21,ti16801274_21.tif,"To cover meetings, cuent contact, program reports and otner tasks net assigned ",201 359 580 370
22,ti16801274_22.tif,to spsecific lobs. ,201 371 277 380
23,ti16801274_23.tif,Description ,94 410 150 420
24,ti16801274_24.tif,Amount ,577 413 612 420
25,ti16801274_25.tif,Program Management ,94 434 202 445
26,ti16801274_26.tif,Agency Services Subtotal: ,95 446 226 455
27,ti16801274_27.tif,S74 417.41 ,559 436 611 443
28,ti16801274_28.tif,"$74,417.41 ",561 447 612 456
29,ti16801274_29.tif,TOTAL: ,96 482 131 490
30,ti16801274_30.tif,"$74,417.41 ",560 484 612 492
31,ti16801274_31.tif,PAYMENT TERMS: NET OUE ON RECEIPT ,96 510 340 519
32,ti16801274_32.tif,/ ,545 521 554 543
33,ti16801274_33.tif,JOB SPECIFICATIONS: ^ ,95 540 547 555
34,ti16801274_34.tif,Umiied Program management rot allocated tc specilic startup prefects in the Phase i Budget ,96 558 546 569
35,ti16801274_35.tif,?L£ASE REMIT TO ,96 585 191 593
36,ti16801274_36.tif,lVatt Klein & Associates. Inc ,96 608 228 617
37,ti16801274_37.tif,J os/ Office Box <0888 ,96 619 202 628
38,ti16801274_38.tif,Winston-Salem NC 07103 ,96 631 227 639
39,ti16801274_39.tif,910/727*900 (fax 910/727-4902) ,96 642 259 651
40,ti16801274_40.tif,TI1680-1274 ,641 964 722 974
