,image_no,text,bb
0,91575506_5509_0.tif,Advertising Invoice ,96 113 216 126
1,91575506_5509_1.tif,AMT. PD ,547 119 595 128
2,91575506_5509_2.tif,The Pittsburgh Press evening & Sunday ,92 154 489 175
3,91575506_5509_3.tif,a scftipps hOiVAJO xcwsr* r& ,91 177 195 183
4,91575506_5509_4.tif,Pittsburgh Post-Gazette moming terms ,90 186 489 208
5,91575506_5509_5.tif,BILLING DATE ,541 154 617 163
6,91575506_5509_6.tif,30-APR-86 ,548 167 604 175
7,91575506_5509_7.tif,DUE UPON RECEIPT ,502 193 604 202
8,91575506_5509_8.tif,THE PITTSBURGH PRESS CO ,137 235 283 245
9,91575506_5509_9.tif,P.0. BOX 69-P ,137 249 219 258
10,91575506_5509_10.tif,"PITTSBURGH, PA 15230-0069 ",137 260 302 272
11,91575506_5509_11.tif,105377-00 ,433 220 487 228
12,91575506_5509_12.tif,LORTLLARD MEDIA SERVICE ,430 232 576 242
13,91575506_5509_13.tif,C/O STEVE MOLLOY ,430 246 531 255
14,91575506_5509_14.tif,666 5TH AVE ,431 258 499 267
15,91575506_5509_15.tif,NEW YORK NY 10103 ,430 271 550 280
16,91575506_5509_16.tif,0105377006 0000164363 0000701810 ,136 317 430 329
17,91575506_5509_17.tif,IO INSURE PRCFtR CHEHITi DETACH AND RETURN THIS PORTION OF THE BUI WITH REMITTANCE & ,122 330 528 344
18,91575506_5509_18.tif,DATE ,78 367 98 374
19,91575506_5509_19.tif,DESCWTION ,206 365 257 373
20,91575506_5509_20.tif,rri ,351 354 365 363
21,91575506_5509_21.tif,Y ,356 363 360 368
22,91575506_5509_22.tif,f ,356 369 360 374
23,91575506_5509_23.tif,PAPER ,373 365 396 371
24,91575506_5509_24.tif,5CCT>ON ,405 366 432 371
25,91575506_5509_25.tif,RATE ,441 361 458 367
26,91575506_5509_26.tif,TYPE ,442 369 458 376
27,91575506_5509_27.tif,TOTAI ,481 361 503 367
28,91575506_5509_28.tif,INCHES ,478 369 506 376
29,91575506_5509_29.tif,CROSS ,539 356 565 363
30,91575506_5509_30.tif,INCH ,543 365 561 371
31,91575506_5509_31.tif,RATE ,544 373 561 380
32,91575506_5509_32.tif,i ,591 356 596 375
33,91575506_5509_33.tif,NET AMOUNT ,629 363 685 370
34,91575506_5509_34.tif,04/II ,72 437 102 446
35,91575506_5509_35.tif,04/11 ,72 462 102 472
36,91575506_5509_36.tif,04/11 ,72 488 102 497
37,91575506_5509_37.tif,04/11 ,72 514 102 523
38,91575506_5509_38.tif,04/11 ,73 540 102 549
39,91575506_5509_39.tif,04/22 ,73 565 103 575
40,91575506_5509_40.tif,PREVIOUS BALANCE - 31-MAR-86 ,149 409 328 418
41,91575506_5509_41.tif,ADJUSTMENT-CNT ADJ MAR 86 ,123 435 283 445
42,91575506_5509_42.tif,1 18200-06 TRUE CIGARETTES ,139 448 295 457
43,91575506_5509_43.tif,ADJUSTMENT-CNT ADJ MAR 86 ,123 461 282 470
44,91575506_5509_44.tif,118200-06 TRUE CIGARETTES ,138 473 295 483
45,91575506_5509_45.tif,ADJUSTMENT-CNT ADJ DEC 85 ,123 486 283 496
46,91575506_5509_46.tif,118200-07 NEWPORT ,138 500 244 508
47,91575506_5509_47.tif,ADJUSTMENT-CNT ADJ DEC 13 ,123 512 283 522
48,91575506_5509_48.tif,118200-07 NEWPORT ,138 526 244 534
49,91575506_5509_49.tif,ADJUSTMENT-CNT ADJ DEC 85 ,123 538 283 548
50,91575506_5509_50.tif,1 18200-07 NEWPORT ,138 552 244 560
51,91575506_5509_51.tif,PAYMENT ,124 566 168 574
52,91575506_5509_52.tif,CK. NO. 1246 ,123 578 199 586
53,91575506_5509_53.tif,PAYMENTS AND PRIOR PERIOD ADJUSTMEfr ,124 603 350 612
54,91575506_5509_54.tif,G ,353 435 360 443
55,91575506_5509_55.tif,G ,353 461 360 468
56,91575506_5509_56.tif,G ,353 486 359 494
57,91575506_5509_57.tif,G ,353 512 359 520
58,91575506_5509_58.tif,G ,354 538 360 546
59,91575506_5509_59.tif,S ,354 603 360 610
60,91575506_5509_60.tif,M ,378 435 385 442
61,91575506_5509_61.tif,E ,380 460 385 468
62,91575506_5509_62.tif,M ,379 486 385 494
63,91575506_5509_63.tif,M ,379 512 385 519
64,91575506_5509_64.tif,E ,379 538 385 546
65,91575506_5509_65.tif,— SU1 ,367 602 402 610
66,91575506_5509_66.tif,TOTAI ,405 602 433 610
67,91575506_5509_67.tif,0.00 ,475 433 500 442
68,91575506_5509_68.tif,0.00 ,475 459 500 467
69,91575506_5509_69.tif,0.00 ,475 485 500 493
70,91575506_5509_70.tif,0.00 ,475 510 500 519
71,91575506_5509_71.tif,0.00 ,475 536 500 545
72,91575506_5509_72.tif,"13,283.25 ",532 600 585 610
73,91575506_5509_73.tif,Cl ,593 600 602 608
74,91575506_5509_74.tif,"20,301.35 ",625 405 680 416
75,91575506_5509_75.tif,8.21 OR ,656 431 700 440
76,91575506_5509_76.tif,24.28 CR ,650 457 700 466
77,91575506_5509_77.tif,21.90 CR ,650 483 701 491
78,91575506_5509_78.tif,12.16 CR ,652 508 700 517
79,91575506_5509_79.tif,141.90 CR ,646 534 701 543
80,91575506_5509_80.tif,"13,074.80 CR ",627 560 701 571
81,91575506_5509_81.tif,u ,671 802 679 809
82,91575506_5509_82.tif,-4 ,671 811 679 816
83,91575506_5509_83.tif,ll ,671 818 680 825
84,91575506_5509_84.tif,CJt ,672 826 680 832
85,91575506_5509_85.tif,o ,672 834 680 840
86,91575506_5509_86.tif,O' ,672 842 680 847
87,91575506_5509_87.tif,THE PITTS ,75 874 113 881
88,91575506_5509_88.tif,P.0 60X6 ,75 882 113 889
