,image_no,text,bb
0,2501367970_2501368014_0.tif,Invoice. ,370 244 441 253
1,2501367970_2501368014_1.tif,Inbifo expenses April - June 1974 ,244 290 560 302
2,2501367970_2501368014_2.tif,Air travel ,305 338 400 347
3,2501367970_2501368014_3.tif,Train ,306 353 354 362
4,2501367970_2501368014_4.tif,Taxi ,306 369 344 378
5,2501367970_2501368014_5.tif,Hotel ,305 385 352 393
6,2501367970_2501368014_6.tif,Meals ,306 400 356 409
7,2501367970_2501368014_7.tif,Mis c ,305 415 345 424
8,2501367970_2501368014_8.tif,2359.44 ,536 339 605 349
9,2501367970_2501368014_9.tif,23.43 ,560 355 607 365
10,2501367970_2501368014_10.tif,7 1.97 ,562 370 609 380
11,2501367970_2501368014_11.tif,212.07 ,554 386 611 395
12,2501367970_2501368014_12.tif,40.35 ,566 401 614 411
13,2501367970_2501368014_13.tif,25.79 ,567 417 614 427
14,2501367970_2501368014_14.tif,Total 27 3 3. 0 5 dollars ,459 447 676 457
15,2501367970_2501368014_15.tif,Geneva 1974-06-13 ,380 548 553 558
16,2501367970_2501368014_16.tif,Ragnar Rylander ,377 610 529 622
17,2501367970_2501368014_17.tif,2501367970 ,687 796 698 876
