,image_no,text,bb
0,518256338+-6338_0.tif,Date: 11/21/96 ,61 71 181 84
1,518256338+-6338_1.tif,Accounts Payable Voucher ,270 72 477 85
2,518256338+-6338_2.tif,Voucher #: 005649 ,547 72 695 83
3,518256338+-6338_3.tif,X_ Mail to Payee ,69 132 208 147
4,518256338+-6338_4.tif,Call for Check ,95 162 216 173
5,518256338+-6338_5.tif,Return Name: ,96 194 197 203
6,518256338+-6338_6.tif,Bldg.: ,148 223 197 237
7,518256338+-6338_7.tif,Check to be dated: 11/27/96 ,262 131 494 144
8,518256338+-6338_8.tif,Pickup Name: ,262 162 362 175
9,518256338+-6338_9.tif,Dept. Name: ,417 193 509 205
10,518256338+-6338_10.tif,Room No.: ,409 224 483 233
11,518256338+-6338_11.tif,Ext. ,583 163 614 172
12,518256338+-6338_12.tif,FEI/SS ft ,104 283 172 296
13,518256338+-6338_13.tif,AP Vendor # ,78 299 172 310
14,518256338+-6338_14.tif,AP Contract # ,60 314 172 325
15,518256338+-6338_15.tif,AP Voucher # ,69 329 172 341
16,518256338+-6338_16.tif,AP Pay Date ,77 345 172 358
17,518256338+-6338_17.tif,Name/Address ,69 375 172 387
18,518256338+-6338_18.tif,31552007 ,201 299 268 309
19,518256338+-6338_19.tif,***************************** ,444 284 694 290
20,518256338+-6338_20.tif,"* Amount: $ 252,228.79 * ",444 299 694 310
21,518256338+-6338_21.tif,***************************** ,444 314 694 321
22,518256338+-6338_22.tif,Covington & Burling ,201 374 364 388
23,518256338+-6338_23.tif,"1201 Pennsylvania Avenue, N.W. ",201 389 457 403
24,518256338+-6338_24.tif,P. 0. Box 7566 ,201 406 320 416
25,518256338+-6338_25.tif,"Washington, DC 20044 ",200 420 380 433
26,518256338+-6338_26.tif,Attention : ,95 450 188 462
27,518256338+-6338_27.tif,Special payment information to appear on check stub: ,61 496 509 510
28,518256338+-6338_28.tif,Invoices Dated 11/15/96 ,132 526 329 539
29,518256338+-6338_29.tif,G/L Account Code Other Required Code Amount ,61 587 695 600
30,518256338+-6338_30.tif,"04*88-5035-9016-867 005649 $ 252,228.79 ",62 617 695 629
31,518256338+-6338_31.tif,2738 ,663 678 695 688
32,518256338+-6338_32.tif,M ,675 753 684 758
33,518256338+-6338_33.tif,CO ,675 761 684 767
34,518256338+-6338_34.tif,N> ,676 770 684 776
35,518256338+-6338_35.tif,CJ1 ,675 779 684 785
36,518256338+-6338_36.tif,CTi ,676 797 684 804
37,518256338+-6338_37.tif,U> ,676 807 684 813
38,518256338+-6338_38.tif,W ,676 816 684 822
39,518256338+-6338_39.tif,DO ,676 824 685 832
40,518256338+-6338_40.tif,(o ~^o)locO ,464 880 675 908
