,image_no,text,bb
0,518491313+-1315_0.tif,f ,59 496 62 502
1,518491313+-1315_1.tif,GHCP18RN1310XX ,77 98 171 107
2,518491313+-1315_2.tif,TEMPORARY PAYMENT DETAIL REPORT ,185 96 394 105
3,518491313+-1315_3.tif,10/03/97 ,543 93 595 102
4,518491313+-1315_4.tif,ACCOUNT NUMBER: 423360 ,88 140 231 149
5,518491313+-1315_5.tif,VOUCHER NUMBER: 15372638 ,85 153 245 163
6,518491313+-1315_6.tif,DATE WRITTEN: 1C/03/97 ,85 167 245 178
7,518491313+-1315_7.tif,STATUS: PAID ,85 182 172 191
8,518491313+-1315_8.tif,AMOUNT PAID: 696.00 ,85 196 245 206
9,518491313+-1315_9.tif,MIDDLESEX TOBACCO CO ,340 136 476 146
10,518491313+-1315_10.tif,450 FLORIDA GROVE RD ,341 150 476 160
11,518491313+-1315_11.tif,PERTH AMBOY . NJ 8861 ,342 164 481 175
12,518491313+-1315_12.tif,SEND CHECK TO: PAYEE ,341 192 475 202
13,518491313+-1315_13.tif,DESCRIPTION ,99 238 172 246
14,518491313+-1315_14.tif,UNITS AMOUNT ,246 236 361 246
15,518491313+-1315_15.tif,MON.30DPC VPR 20 2320.00 696.00 ,92 264 360 276
16,518491313+-1315_16.tif,EXPLANATION: DPC MONARCH ,87 323 253 332
17,518491313+-1315_17.tif,CC: L. WOLFE ,180 336 260 345
18,518491313+-1315_18.tif,exei 6*8ts ,666 782 680 865
